testcenter_id	typ_l	mean	p90	suspicious_des
772	Private test center	431.137157107232	347.757593984963	1
773	Private test center	431.553191489362	347.757593984963	1
774	Doctor's or dentist's office	3.33333333333333	23.0205882352941	0
775	Doctor's or dentist's office	1	23.0205882352941	0
776	Private test center	25.5263157894737	347.757593984963	0
777	Doctor's or dentist's office	46.25	23.0205882352941	1
778	Private test center	91.1496350364963	347.757593984963	0
779	Doctor's or dentist's office	2.17391304347826	23.0205882352941	0
780	Private test center	144.639072847682	347.757593984963	0
781	Doctor's or dentist's office	3.66666666666667	23.0205882352941	0
782	Private test center	75.0786516853933	347.757593984963	0
783	Doctor's or dentist's office	29.9189189189189	23.0205882352941	1
784	Private test center	15.1515151515152	347.757593984963	0
785	Private test center	93.4852941176471	347.757593984963	0
786	Private test center	285.123732251521	347.757593984963	0
787	Private test center	53.991935483871	347.757593984963	0
788	Pharmacy	255.517482517483	164.238227401301	1
789	Doctor's or dentist's office	2.89655172413793	23.0205882352941	0
790	Private test center	304.977011494253	347.757593984963	0
791	Pharmacy	11.2462311557789	164.238227401301	0
792	Private test center	13.6785714285714	347.757593984963	0
793	Private test center	140.607538802661	347.757593984963	0
794	Private test center	35.3666666666667	347.757593984963	0
795	Private test center	4.13157894736842	347.757593984963	0
796	Doctor's or dentist's office	4.15873015873016	23.0205882352941	0
797	Doctor's or dentist's office	2.06779661016949	23.0205882352941	0
798	Private test center	299.63698630137	347.757593984963	0
799	Private test center	334.701086956522	347.757593984963	0
800	Private test center	29.9491525423729	347.757593984963	0
801	Doctor's or dentist's office	12.0281690140845	23.0205882352941	0
802	Private test center	410.923456790123	347.757593984963	1
803	Doctor's or dentist's office	4.47058823529412	23.0205882352941	0
804	Doctor's or dentist's office	1.8	23.0205882352941	0
805	Private test center	1283.42857142857	347.757593984963	1
806	Doctor's or dentist's office	3.25	23.0205882352941	0
807	Private test center	447.925	347.757593984963	1
808	Doctor's or dentist's office	2.33333333333333	23.0205882352941	0
809	Doctor's or dentist's office	4.66666666666667	23.0205882352941	0
810	Private test center	92.6730769230769	347.757593984963	0
811	Private test center	236.436893203883	347.757593984963	0
812	Private test center	125.247863247863	347.757593984963	0
813	Private test center	131.159523809524	347.757593984963	0
814	Private test center	40.8378378378378	347.757593984963	0
815	Doctor's or dentist's office	5.02173913043478	23.0205882352941	0
816	Private test center	24.0384615384615	347.757593984963	0
817	Doctor's or dentist's office	3.68181818181818	23.0205882352941	0
818	Doctor's or dentist's office	76.4468085106383	23.0205882352941	1
819	Doctor's or dentist's office	2.25	23.0205882352941	0
820	Private test center	630.75	347.757593984963	1
821	Private test center	45.5081967213115	347.757593984963	0
822	Private test center	199.938337801609	347.757593984963	0
823	Doctor's or dentist's office	2.14754098360656	23.0205882352941	0
824	Doctor's or dentist's office	35	23.0205882352941	1
825	Private test center	90.66	347.757593984963	0
826	Pharmacy	151.329292929293	164.238227401301	0
827	Private test center	168.8	347.757593984963	0
828	Doctor's or dentist's office	3.19047619047619	23.0205882352941	0
829	Pharmacy	91.6490384615385	164.238227401301	0
830	Private test center	342.171428571429	347.757593984963	0
831	Private test center	10.0924657534247	347.757593984963	0
832	Doctor's or dentist's office	9.85714285714286	23.0205882352941	0
833	Private test center	200.198979591837	347.757593984963	0
834	Doctor's or dentist's office	5.28846153846154	23.0205882352941	0
835	Private test center	147.478070175439	347.757593984963	0
836	Private test center	88.0176211453744	347.757593984963	0
837	Doctor's or dentist's office	3.46666666666667	23.0205882352941	0
838	Doctor's or dentist's office	1.6	23.0205882352941	0
